date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:16:02	2526/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:02%20GMT	http://admin:admin@192.168.0.1/fwupdate.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/fwupdate.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:03	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:02%20GMT	http://admin:admin@192.168.0.1/help_fwupdate.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_fwupdate.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:03	9710/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:02%20GMT	http://admin:admin@192.168.0.1/log_disp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/log_disp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:03	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:03%20GMT	http://admin:admin@192.168.0.1/help_log_disp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_log_disp.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:03	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:03%20GMT	http://admin:admin@192.168.0.1/help_email.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_email.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:04	15380/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:03%20GMT	http://admin:admin@192.168.0.1/email.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/email.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:04	2131/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:03%20GMT	http://admin:admin@192.168.0.1/packet.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/packet.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:04	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:04%20GMT	http://admin:admin@192.168.0.1/help_packet.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_packet.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:04	1495/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:04%20GMT	http://admin:admin@192.168.0.1/client.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/client.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:04	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:04%20GMT	http://admin:admin@192.168.0.1/help_client.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_client.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:05	4518/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:04%20GMT	http://admin:admin@192.168.0.1/ping.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/ping.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:05	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:04%20GMT	http://admin:admin@192.168.0.1/help_ping.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help_ping.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:05	958/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:05%20GMT	http://admin:admin@192.168.0.1/logout.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/logout.html	(from http://admin:admin@192.168.0.1/menu.html)
19:16:06	10866/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:05%20GMT	http://admin:admin@192.168.0.1/help/help_nat_reg.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/help_nat_reg.html	(from http://admin:admin@192.168.0.1/nat_reg.html)
19:16:06	3245/-1	---M--	200	added ('Ok')	text/css	date:Wed,%2011%20Jan%202017%2000:16:05%20GMT	http://admin:admin@192.168.0.1/help/WHR-G300N-160149-style-help-ENG.css	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/WHR-G300N-160149-style-help-ENG.css	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:06	0/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:06%20GMT	http://admin:admin@192.168.0.1/help/common.js	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/common.html	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:06	462/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:06%20GMT	http://admin:admin@192.168.0.1/help/OpenHelp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/OpenHelp.html	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:06	145/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:06%20GMT	http://admin:admin@192.168.0.1/help/OnceOnly.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/OnceOnly.html	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:07	10081/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:06%20GMT	http://admin:admin@192.168.0.1/help/help_glossary.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/help_glossary.html	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:07	2853/-1	---M--	200	added ('Ok')	image/gif	date:Wed,%2011%20Jan%202017%2000:16:06%20GMT	http://admin:admin@192.168.0.1/images/wps-enable.png	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/images/wps-enable.gif	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:07	1830/-1	---M--	200	added ('Ok')	image/gif	date:Wed,%2011%20Jan%202017%2000:16:07%20GMT	http://admin:admin@192.168.0.1/images/wps-disable.png	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/images/wps-disable.gif	(from http://admin:admin@192.168.0.1/help/help_top_setup.html)
19:16:07	304/-1	---M--	401	error ('Unauthorized')	text/html	date:Wed,%2011%20Jan%202017%2000:16:07%20GMT	http://admin:admin@192.168.0.1/OpenHelp.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/OpenHelp.6a.delayed	(from http://admin:admin@192.168.0.1/vpn_pass_through.html)
19:16:08	862/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:07%20GMT	http://admin:admin@192.168.0.1/top_wizard_func_inet.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/top_wizard_func_inet.html	(from http://admin:admin@192.168.0.1/top_main.html)
19:16:08	867/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:07%20GMT	http://admin:admin@192.168.0.1/top_wizard_func_messenger.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/top_wizard_func_messenger.html	(from http://admin:admin@192.168.0.1/top_main.html)
19:16:08	862/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:08%20GMT	http://admin:admin@192.168.0.1/top_wizard_func_fwup.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/top_wizard_func_fwup.html	(from http://admin:admin@192.168.0.1/top_main.html)
19:16:08	4421/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:08%20GMT	http://admin:admin@192.168.0.1/ifilter_status.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/ifilter_status.html	(from http://admin:admin@192.168.0.1/top_main.html)
19:16:09	448/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:08%20GMT	http://admin:admin@192.168.0.1/index.html?page=pppoe.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/index0303.html	(from http://admin:admin@192.168.0.1/wan.html)
19:16:09	6514/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:09%20GMT	http://admin:admin@192.168.0.1/help/help_ddns.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/help_ddns.html	(from http://admin:admin@192.168.0.1/ddns.html)
19:16:09	1558/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:09%20GMT	http://admin:admin@192.168.0.1/	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/index-2.html	(from http://admin:admin@192.168.0.1/ddns.html)
19:16:11	9014/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:10%20GMT	http://admin:admin@192.168.0.1/help/help_filter_ip.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/help_filter_ip.html	(from http://admin:admin@192.168.0.1/filter_ip.html)
19:16:11	7679/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:10%20GMT	http://admin:admin@192.168.0.1/time.js	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/time.html	(from http://admin:admin@192.168.0.1/date.html)
19:16:12	448/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:11%20GMT	http://admin:admin@192.168.0.1/log_disp.html?log=	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/log_disp7ec8.html	(from http://admin:admin@192.168.0.1/log_disp.html)
19:16:12	2408/2408	---M--	200	added ('ok')	application/octet-stream		http://admin:admin@192.168.0.1/logfile.log	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/logfile.log	(from http://admin:admin@192.168.0.1/log_disp.html)
19:16:13	4071/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:12%20GMT	http://admin:admin@192.168.0.1/wizard_func_messenger.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wizard_func_messenger.html	(from http://admin:admin@192.168.0.1/top_wizard_func_messenger.html)
19:16:14	25809/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:10%20GMT	http://admin:admin@192.168.0.1/date.js	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/date-2.html	(from http://admin:admin@192.168.0.1/date.html)
19:16:14	5881/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:13%20GMT	http://admin:admin@192.168.0.1/wizard_func_fwup.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wizard_func_fwup.html	(from http://admin:admin@192.168.0.1/top_wizard_func_fwup.html)
19:16:15	21900/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:12%20GMT	http://admin:admin@192.168.0.1/wizard_func_inet.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/wizard_func_inet.html	(from http://admin:admin@192.168.0.1/top_wizard_func_inet.html)
19:16:15	96381/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:09%20GMT	http://admin:admin@192.168.0.1/jquery-1.11.0.min.js	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/jquery-1.11.0.min.html	(from http://admin:admin@192.168.0.1/wireless_macfilter.html)
19:16:16	448/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:15%20GMT	http://admin:admin@192.168.0.1/index.html?page=nat_reg.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/indexa90e.html	(from http://admin:admin@192.168.0.1/wizard_func_inet.html)
19:16:16	2717/-1	---M--	200	added ('Ok')	text/html	date:Wed,%2011%20Jan%202017%2000:16:16%20GMT	http://admin:admin@192.168.0.1/help/help_upnp_setup.html	C:/Users/chrgue/Desktop/Prueba3/ROUTER%20GEMTEK/192.168.0.1/help/help_upnp_setup.html	(from http://admin:admin@192.168.0.1/wizard_func_messenger.html)
